timestamp,ch1
1701525718.606,-15412.176002523423
1701525718.61,-15411.036063556203
1701525718.6139998,-15420.62496192753
1701525718.618,-15419.641485171496
1701525718.622,-15417.138089792501
1701525718.626,-15429.543307965198
1701525718.63,-15428.202203297878
1701525718.634,-15420.870831116537
1701525718.638,-15418.702711904374
1701525718.6420002,-15418.56860143764
1701525718.6460001,-15419.99911308278
1701525718.65,-15417.808642126161
1701525718.654,-15415.417005469442
1701525718.6580002,-15418.255677015268
1701525718.6620002,-15423.843613129095
1701525718.6660001,-15415.774633380728
1701525718.67,-15419.95440959387
1701525718.674,-15425.587049196607
1701525718.6780002,-15428.470424231342
1701525718.6820002,-15419.015636326747
1701525718.686,-15416.176964780923
1701525718.69,-15415.886392103004
1701525718.694,-15411.48309844531
1701525718.6980002,-15419.663836915952
1701525718.7020001,-15412.71244439035
1701525718.706,-15415.171136280434
1701525718.71,-15426.078787574625
1701525718.714,-15428.738645164805
1701525718.718,-15438.1934330694
1701525718.7220001,-15432.538441722209
1701525718.726,-15423.083653817614
1701525718.73,-15421.67549391693
1701525718.734,-15421.943714850393
1701525718.7380002,-15430.795005654694
1701525718.742,-15445.234232572822
1701525718.746,-15447.000020384792
1701525718.75,-15433.00782835577
1701525718.754,-15431.19733705489
1701525718.7580001,-15414.500583946776
1701525718.762,-15402.85532508556
1701525718.766,-15413.897086846482
1701525718.77,-15409.985531566803
1701525718.774,-15414.791156624695
1701525718.778,-15409.091461788592
1701525718.782,-15402.76591810774
1701525718.786,-15400.754261106762
1701525718.79,-15407.52683967672
1701525718.794,-15415.774633380728
1701525718.7979999,-15417.696883403885
1701525718.802,-15427.285781775212
1701525718.806,-15418.747415393284
1701525718.81,-15404.889333830994
1701525718.814,-15419.350912493577
1701525718.818,-15430.258563787767
1701525718.822,-15431.063226588158
1701525718.826,-15413.494755446287
1701525718.83,-15401.111889018046
1701525718.8339999,-15397.468554671832
1701525718.838,-15408.353854221567
1701525718.842,-15419.19445028239
1701525718.846,-15429.05156958718
1701525718.85,-15427.643409686496
1701525718.8539999,-15432.113758577558
1701525718.858,-15428.693941675896
1701525718.862,-15421.228459027823
1701525718.866,-15425.743511407794
1701525718.87,-15442.328505793634
1701525718.8739998,-15427.330485264121
1701525718.8779998,-15410.76784262274
1701525718.882,-15397.535609905197
1701525718.886,-15411.684264145408
1701525718.8899999,-15410.074938544625
1701525718.8939998,-15423.038950328702
1701525718.898,-15437.969915624848
1701525718.902,-15433.834842900616
1701525718.906,-15433.119587078047
1701525718.9099998,-15431.599668455085
1701525718.9139998,-15430.43737774341
1701525718.918,-15425.899973618982
1701525718.922,-15437.634639458018
1701525718.9259999,-15431.040874843702
1701525718.9299998,-15435.511223734764
1701525718.9339998,-15447.335296551622
1701525718.938,-15433.365456267054
1701525718.942,-15418.792118882195
1701525718.9459999,-15423.128357306525
1701525718.95,-15426.81639514165
1701525718.954,-15428.62688644253
1701525718.958,-15413.964142079849
1701525718.9620001,-15416.579296181118
1701525718.966,-15422.256639272768
1701525718.97,-15413.71827289084
1701525718.974,-15409.739662377795
1701525718.9780002,-15397.982644794303
1701525718.982,-15400.150764006468
1701525718.986,-15398.47438317232
1701525718.99,-15412.578333923619
1701525718.994,-15403.548229163674
1701525718.9980001,-15397.312092460645
1701525719.002,-15401.134240762502
1701525719.006,-15400.575447151119
1701525719.01,-15408.867944344038
1701525719.014,-15402.43064194091
1701525719.0180001,-15365.729077545295
1701525719.022,-15345.500748813243
1701525719.026,-15360.990507720771
1701525719.03,-15318.119861855492
1701525719.034,-15305.826402405073
1701525719.0379999,-15297.735070912251
1701525719.042,-15288.213227774291
1701525719.046,-15289.196704530324
1701525719.05,-15285.374556228468
1701525719.054,-15271.248253732712
1701525719.058,-15264.587433885032
1701525719.062,-15268.700154864808
1701525719.066,-15263.291032706624
1701525719.07,-15237.20654692728
1701525719.074,-15231.462148602266
1701525719.078,-15231.931535235828
1701525719.082,-15220.018055441149
1701525719.086,-15211.30087510358
1701525719.09,-15200.214409853746
1701525719.0939999,-15201.823735454529
1701525719.098,-15206.361139578956
1701525719.102,-15211.68085475932
1701525719.106,-15224.086072932014
1701525719.11,-15226.656523544376
1701525719.1139998,-15222.253229886679
1701525719.1179998,-15219.548668807587
1701525719.122,-15233.227936414236
1701525719.126,-15240.000514984193
1701525719.1299999,-15235.574869582042
1701525719.1339998,-15253.746837824207
1701525719.138,-15245.677858075842
1701525719.142,-15249.790579055618
1701525719.146,-15250.058799989081
1701525719.1499999,-15246.30370692059
1701525719.1539998,-15247.3989423989
1701525719.158,-15251.623422100953
1701525719.162,-15256.49610239221
1701525719.166,-15252.20456745679
1701525719.1699998,-15246.437817387321
1701525719.1739998,-15253.232747701735
1701525719.178,-15252.025753501148
1701525719.182,-15250.416427900367
1701525719.1859999,-15236.804215527085
1701525719.19,-15230.63513405742
1701525719.194,-15244.023828986148
1701525719.198,-15245.54374760911
1701525719.2020001,-15231.171575924347
1701525719.206,-15235.01607597066
1701525719.21,-15241.520433607155
1701525719.214,-15242.5486138521
1701525719.2180002,-15248.650640088397
1701525719.2220001,-15252.11516047897
1701525719.226,-15251.623422100953
1701525719.23,-15246.191948198313
1701525719.234,-15237.094788205004
1701525719.2380002,-15243.822663286051
1701525719.242,-15251.265794189669
1701525719.246,-15244.850843530994
1701525719.25,-15235.105482948482
1701525719.254,-15245.767265053662
1701525719.2580001,-15243.509738863677
1701525719.262,-15246.97425925425
1701525719.266,-15260.720582094264
1701525719.27,-15271.941157810827
1701525719.274,-15267.49316066422
1701525719.2779999,-15246.907204020883
1701525719.282,-15254.484445391232
1701525719.286,-15259.088904749025
1701525719.29,-15254.037410502126
1701525719.294,-15271.158846754892
1701525719.298,-15271.44941943281
1701525719.302,-15264.185102484835
1701525719.306,-15258.373648926456
1701525719.31,-15258.26189020418
1701525719.314,-15277.17146601337
1701525719.318,-15283.36289922749
1701525719.322,-15273.97516655626
1701525719.326,-15266.889663563928
1701525719.33,-15259.960622782783
1701525719.3339999,-15262.620480372963
1701525719.338,-15270.935329310338
1701525719.342,-15272.343489211022
1701525719.346,-15265.526207152154
1701525719.35,-15260.519416394165
1701525719.3539999,-15264.185102484835
1701525719.3579998,-15271.337660710535
1701525719.362,-15271.360012454988
1701525719.366,-15269.102486265003
1701525719.37,-15259.893567549416
1701525719.3739998,-15266.666146119374
1701525719.378,-15271.695288621819
1701525719.382,-15269.773038598662
1701525719.386,-15272.008213044193
1701525719.3899999,-15268.431933931344
1701525719.3939998,-15270.957681054793
1701525719.398,-15279.943082325826
1701525719.402,-15278.289053236134
1701525719.406,-15267.336698453033
1701525719.4099998,-15268.342526953522
1701525719.4139998,-15268.49898916471
1701525719.418,-15261.97227978376
1701525719.422,-15264.967413540771
1701525719.4259999,-15262.285204206135
1701525719.43,-15262.911053050882
1701525719.434,-15265.235634474235
1701525719.438,-15274.019870045171
1701525719.4420002,-15277.88672183594
1701525719.446,-15257.010192514683
1701525719.45,-15247.756570310185
1701525719.454,-15248.024791243648
1701525719.4580002,-15234.032599214626
1701525719.4620001,-15239.419369628355
1701525719.466,-15240.06757021756
1701525719.47,-15239.598183583998
1701525719.474,-15246.661334831875
1701525719.4780002,-15248.11419822147
1701525719.482,-15238.927631250339
1701525719.486,-15248.11419822147
1701525719.49,-15255.937308780827
1701525719.494,-15253.2998029351
1701525719.4980001,-15247.331887165534
1701525719.502,-15242.123930707448
1701525719.506,-15249.835282544529
1701525719.51,-15261.21232047228
1701525719.514,-15263.961585040282
1701525719.518,-15256.607861114486
1701525719.522,-15263.514550151176
1701525719.526,-15262.016983272671
1701525719.53,-15267.515512408676
1701525719.534,-15265.660317618886
1701525719.538,-15263.693364106819
1701525719.542,-15271.44941943281
1701525719.546,-15271.717640366274
1701525719.55,-15277.97612881376
1701525719.554,-15282.535884682642
1701525719.558,-15288.123820796469
1701525719.562,-15296.59513194503
1701525719.566,-15286.670957406874
1701525719.57,-15282.580588171553
1701525719.574,-15292.750631898718
1701525719.578,-15294.181143543858
1701525719.582,-15295.142268555435
1701525719.586,-15304.038262848648
1701525719.59,-15308.329797784067
1701525719.5939999,-15303.099489581526
1701525719.5979998,-15302.920675625883
1701525719.602,-15311.481393752265
1701525719.606,-15323.08194912457
1701525719.61,-15335.2189463638
1701525719.6139998,-15342.550318545142
1701525719.618,-15335.04013240816
1701525719.622,-15326.993504404249
1701525719.626,-15340.628068521986
1701525719.6299999,-15348.473530825799
1701525719.6339998,-15339.532833043675
1701525719.638,-15343.153815645435
1701525719.642,-15347.020667436203
1701525719.646,-15353.70383902834
1701525719.6499999,-15355.335516373578
1701525719.6539998,-15358.509464086232
1701525719.658,-15357.302469885644
1701525719.662,-15343.600850534542
1701525719.666,-15352.69801052785
1701525719.67,-15356.408400107432
1701525719.674,-15370.46764736982
1701525719.678,-15385.599778366064
1701525719.6820002,-15401.201295995868
1701525719.686,-15416.24402001429
1701525719.69,-15429.789177154205
1701525719.694,-15423.95537185137
1701525719.6980002,-15402.743566363284
1701525719.7020001,-15412.555982179163
1701525719.706,-15437.411122013466
1701525719.71,-15440.138034837013
1701525719.714,-15443.691962205407
1701525719.7180002,-15458.019430401258
1701525719.7220001,-15473.643299775518
1701525719.726,-15479.946491711915
1701525719.73,-15472.101029408102
1701525719.734,-15469.731744495839
1701525719.7380002,-15461.238081602824
1701525719.742,-15446.86590991806
1701525719.746,-15458.667630990461
1701525719.75,-15471.765753241272
1701525719.754,-15468.368288084066
1701525719.758,-15490.228294161356
1701525719.762,-15496.06209946419
1701525719.766,-15496.59854133112
1701525719.77,-15502.63351233405
1701525719.774,-15519.978466031369
1701525719.778,-15515.374006673575
1701525719.782,-15515.776338073772
1701525719.786,-15534.462396438408
1701525719.79,-15557.171768805001
1701525719.794,-15579.456458026942
1701525719.798,-15611.531211320307
1701525719.802,-15625.94808649398
1701525719.806,-15657.709915364972
1701525719.81,-15681.559226698784
1701525719.814,-15668.52815968134
1701525719.818,-15662.962575311969
1701525719.822,-15661.397953200098
1701525719.826,-15660.950918310991
1701525719.83,-15681.447467976508
1701525719.8339999,-15676.172456285056
1701525719.8379998,-15689.047061091313
1701525719.842,-15696.244322805922
1701525719.846,-15713.790442203337
1701525719.85,-15709.990645645936
1701525719.8539999,-15703.195715331522
1701525719.858,-15712.695206725028
1701525719.862,-15721.16651787359
1701525719.866,-15736.835090736759
1701525719.87,-15746.781617019371
1701525719.8739998,-15745.060532696312
1701525719.878,-15757.398695635642
1701525719.882,-15755.096465956745
1701525719.886,-15751.810759521815
1701525719.8899999,-15748.189776920055
1701525719.8939998,-15740.344314616243
1701525719.898,-15747.139244930655
1701525719.902,-15750.02261996539
1701525719.906,-15747.899204242136
1701525719.91,-15747.049837952834
1701525719.914,-15739.941983216046
1701525719.918,-15756.325811901786
1701525719.9220002,-15767.546387618351
1701525719.926,-15766.384096906675
1701525719.93,-15773.067268498811
1701525719.934,-15763.88070152768
1701525719.9380002,-15771.323832431297
1701525719.9420002,-15778.163466234622
1701525719.946,-15787.84177158377
1701525719.95,-15794.256722242442
1701525719.954,-15792.64739664166
1701525719.9580002,-15791.798030352358
1701525719.9620001,-15781.136248247178
1701525719.966,-15784.22078898201
1701525719.97,-15790.591036151773
1701525719.974,-15794.480239686996
1701525719.9780002,-15797.117745532722
1701525719.982,-15796.804821110347
1701525719.986,-15786.634777383182
1701525719.99,-15783.997271537457
1701525719.994,-15777.224692967498
1701525719.998,-15780.868027313714
1701525720.002,-15788.937007062079
1701525720.006,-15779.057536012833
1701525720.01,-15773.067268498811
1701525720.014,-15779.415163924119
1701525720.0180001,-15784.310195959832
1701525720.022,-15781.873855814203
1701525720.026,-15781.471524414006
1701525720.03,-15780.398640680152
1701525720.034,-15784.667823871116
1701525720.038,-15787.797068094858
1701525720.042,-15777.336451689775
1701525720.046,-15776.576492378295
1701525720.05,-15782.969091292513
1701525720.054,-15782.857332570236
1701525720.058,-15773.44724815455
1701525720.062,-15773.491951643462
1701525720.066,-15782.007966280935
1701525720.07,-15781.69504185856
1701525720.074,-15777.045879011856
1701525720.0779998,-15782.656166870138
1701525720.082,-15785.293672715865
1701525720.086,-15783.75140234845
1701525720.09,-15786.902998316647
1701525720.0939999,-15781.69504185856
1701525720.098,-15781.98561453648
1701525720.102,-15789.40639369564
1701525720.106,-15788.35586170624
1701525720.11,-15788.55702740634
1701525720.1139998,-15782.522056403406
1701525720.118,-15772.30730918733
1701525720.122,-15766.585262606772
1701525720.126,-15771.1226667312
1701525720.1299999,-15769.490989385962
1701525720.1339998,-15764.752419561437
1701525720.138,-15760.438532881562
1701525720.142,-15752.92834674458
1701525720.146,-15752.59307057775
1701525720.15,-15749.217957165
1701525720.154,-15753.420085122596
1701525720.158,-15749.93321298757
1701525720.1620002,-15741.707771028015
1701525720.1660001,-15734.644619780138
1701525720.17,-15737.527994814873
1701525720.174,-15739.226727393476
1701525720.1780002,-15734.577564546773
1701525720.1820002,-15729.68253251106
1701525720.186,-15726.709750498505
1701525720.19,-15721.859421951704
1701525720.194,-15719.780709717359
1701525720.1980002,-15727.223840620976
1701525720.2020001,-15725.770977231381
1701525720.206,-15719.981875417458
1701525720.21,-15714.572753259274
1701525720.214,-15706.43671827754
1701525720.2180002,-15701.832258919749
1701525720.2220001,-15712.20346834701
1701525720.226,-15700.804078674804
1701525720.23,-15698.211276317988
1701525720.234,-15697.808944917793
1701525720.238,-15693.405651260096
1701525720.242,-15695.931398383547
1701525720.246,-15695.462011749985
1701525720.25,-15690.566979714273
1701525720.254,-15682.654462177094
1701525720.2580001,-15677.647671419105
1701525720.262,-15673.57965392824
1701525720.266,-15675.457200462486
1701525720.27,-15668.952842825991
1701525720.274,-15659.229833987933
1701525720.278,-15668.662270148072
1701525720.282,-15665.041287546312
1701525720.286,-15655.206519985977
1701525720.29,-15656.972307797947
1701525720.294,-15654.75948509687
1701525720.298,-15645.61762161465
1701525720.302,-15633.882955775614
1701525720.306,-15633.972362753435
1701525720.31,-15633.346513908687
1701525720.314,-15636.47575813243
1701525720.3179998,-15632.899479019581
1701525720.322,-15637.079255232724
1701525720.326,-15626.059845216258
1701525720.33,-15614.124013677123
1701525720.3339999,-15607.75376650736
1701525720.338,-15604.356301350153
1701525720.342,-15603.99867343887
1701525720.346,-15604.982150194903
1701525720.35,-15595.862638457136
1701525720.3539999,-15598.298978602765
1701525720.358,-15591.615807010628
1701525720.362,-15587.614844753129
1701525720.366,-15592.018138410824
1701525720.37,-15589.872370943114
1701525720.3739998,-15588.1289348756
1701525720.378,-15588.352452320154
1701525720.382,-15584.105620873646
1701525720.386,-15588.79948720926
1701525720.39,-15604.51276356134
1701525720.394,-15599.37186233662
1701525720.398,-15594.722699489916
1701525720.4020002,-15592.08519364419
1701525720.4060001,-15601.808202482249
1701525720.41,-15602.925789705014
1701525720.414,-15606.725586262417
1701525720.4180002,-15602.344644349176
1701525720.4220002,-15591.526400032808
1701525720.426,-15597.628426269106
1701525720.43,-15592.778097722305
1701525720.434,-15599.908304203547
1701525720.4380002,-15595.773231479316
1701525720.4420002,-15582.429240039497
1701525720.446,-15583.636234240084
1701525720.45,-15591.101716888157
1701525720.454,-15589.224170353911
1701525720.4580002,-15594.409775067543
1701525720.4620001,-15591.973434921914
1701525720.466,-15586.27374008581
1701525720.47,-15592.174600622011
1701525720.474,-15592.755745977849
1701525720.478,-15586.720774974916
1701525720.482,-15580.976376649902
1701525720.486,-15584.84322844067
1701525720.49,-15588.240693597878
1701525720.494,-15572.03567886778
1701525720.4980001,-15574.315556802221
1701525720.502,-15572.952100390447
1701525720.506,-15572.862693412626
1701525720.51,-15571.119257345112
1701525720.514,-15579.478809771397
1701525720.5180001,-15577.064821370224
1701525720.522,-15582.563350506229
1701525720.526,-15581.535170261286
1701525720.53,-15580.395231294064
1701525720.534,-15577.534208003784
1701525720.538,-15575.455495769442
1701525720.542,-15581.244597583367
1701525720.546,-15580.75285920535
1701525720.55,-15581.17754235
1701525720.554,-15578.808257437739
1701525720.5579998,-15584.485600529386
1701525720.562,-15585.647891241062
1701525720.566,-15583.479772028897
1701525720.57,-15584.910283674037
1701525720.574,-15583.345661562165
1701525720.578,-15584.329138318199
1701525720.582,-15586.676071486007
1701525720.586,-15590.565275021228
1701525720.59,-15593.314539589232
1701525720.5939999,-15593.09102214468
1701525720.598,-15588.419507553519
1701525720.602,-15590.051184898757
1701525720.606,-15586.31844357472
1701525720.61,-15584.105620873646
1701525720.6139998,-15583.479772028897
1701525720.618,-15595.482658801397
1701525720.622,-15606.94910370697
1701525720.626,-15606.300903117766
1701525720.63,-15602.61286528264
1701525720.634,-15610.927714220014
1701525720.638,-15612.872315987626
1701525720.6420002,-15611.2853421313
1701525720.6460001,-15617.387368367597
1701525720.65,-15621.254220158366
1701525720.654,-15621.388330625097
1701525720.6580002,-15627.669170817038
1701525720.6620002,-15626.28336266081
1701525720.6660001,-15627.71387430595
1701525720.67,-15625.366941138142
1701525720.674,-15620.494260846885
1701525720.6780002,-15618.415548612542
1701525720.6820002,-15633.793548797794
1701525720.686,-15631.37956039662
1701525720.69,-15628.384426639608
1701525720.694,-15622.885897503604
1701525720.6980002,-15625.836327771704
1701525720.7020001,-15630.641952829596
1701525720.706,-15639.828519800725
1701525720.71,-15634.28528717581
1701525720.714,-15633.681790075516
1701525720.718,-15632.76536855285
1701525720.7220001,-15629.837290029203
1701525720.726,-15636.922793021537
1701525720.73,-15644.343572180698
1701525720.734,-15637.191013955
1701525720.7380002,-15633.927659264526
1701525720.742,-15642.398970413087
1701525720.746,-15647.76338908236
1701525720.75,-15652.077275762234
1701525720.754,-15652.077275762234
1701525720.7580001,-15645.662325103562
1701525720.762,-15637.861566288659
1701525720.766,-15631.670133074538
1701525720.77,-15640.588479112206
1701525720.774,-15660.213310743966
1701525720.778,-15659.47570317694
1701525720.782,-15647.226947215433
1701525720.786,-15637.079255232724
1701525720.79,-15646.578746626228
1701525720.794,-15648.210423971466
1701525720.7979999,-15648.09866524919
1701525720.802,-15656.927604309036
1701525720.806,-15655.564147897263
1701525720.81,-15653.217214729455
1701525720.814,-15662.0461537893
1701525720.818,-15660.883863077624
1701525720.822,-15667.343517225208
1701525720.826,-15662.739057867415
1701525720.83,-15653.95482229648
1701525720.8339999,-15662.873168334148
1701525720.838,-15671.38918297162
1701525720.842,-15674.026688817346
1701525720.846,-15667.947014325502
1701525720.85,-15670.115133537667
1701525720.8539999,-15674.67488940655
1701525720.858,-15660.01214504387
1701525720.862,-15658.268708976355
1701525720.866,-15659.565110154763
1701525720.87,-15660.772104355348
1701525720.8739998,-15672.015031816369
1701525720.8779998,-15671.545645182807
1701525720.882,-15674.853703362192
1701525720.886,-15674.049040561802
1701525720.8899999,-15673.66906090606
1701525720.8939998,-15675.0995725512
1701525720.898,-15677.602967930196
1701525720.902,-15682.073316821256
1701525720.906,-15672.797342872303
1701525720.9099998,-15663.76723811236
1701525720.9139998,-15671.05390680479
1701525720.918,-15679.39110748662
1701525720.922,-15684.308491266787
1701525720.9259999,-15683.704994166494
1701525720.9299998,-15685.135505811633
1701525720.9339998,-15690.589331458728
1701525720.938,-15681.782744143338
1701525720.942,-15669.422229459553
1701525720.9459999,-15673.110267294678
1701525720.95,-15667.589386414218
1701525720.954,-15662.627299145139
1701525720.958,-15675.859531862681
1701525720.9620001,-15687.638901190629
1701525720.966,-15689.896427380614
1701525720.97,-15681.179247043045
1701525720.974,-15675.859531862681
1701525720.9780002,-15677.24534001891
1701525720.982,-15678.944072597513
1701525720.986,-15684.554360455795
1701525720.99,-15688.220046546467
1701525720.994,-15695.327901283254
1701525720.9980001,-15694.232665804944
1701525721.002,-15692.936264626536
1701525721.006,-15697.71953793997
1701525721.01,-15694.277369293854
1701525721.014,-15680.821619131759
1701525721.0180001,-15681.156895298589
1701525721.022,-15683.794401144314
1701525721.026,-15690.768145414371
1701525721.03,-15690.052889591801
1701525721.034,-15678.29587200831
1701525721.0379999,-15691.125773325655
1701525721.042,-15697.2054478175
1701525721.046,-15695.394956516619
1701525721.05,-15693.338596026731
1701525721.054,-15696.49019199493
1701525721.058,-15692.95861637099
1701525721.062,-15687.661252935082
1701525721.066,-15689.963482613979
1701525721.07,-15692.690395437527
1701525721.074,-15694.63499720514
1701525721.078,-15684.688470922527
1701525721.082,-15684.554360455795
1701525721.086,-15677.848837119203
1701525721.09,-15682.408592988086
1701525721.0939999,-15705.63205547715
1701525721.098,-15708.895410167625
1701525721.102,-15706.0567386218
1701525721.106,-15697.898351895614
1701525721.11,-15694.187962316033
1701525721.1139998,-15696.110212339188
1701525721.1179998,-15704.000378131912
1701525721.122,-15706.816697933282
1701525721.126,-15696.356081528198
1701525721.1299999,-15691.595159959217
1701525721.1339998,-15700.133526341144
1701525721.138,-15698.099517595712
1701525721.142,-15695.35025302771
1701525721.146,-15695.685529194538
1701525721.1499999,-15702.055776364301
1701525721.1539998,-15708.314264811786
1701525721.158,-15714.148070114623
1701525721.162,-15699.038290862834
1701525721.166,-15696.1549158281
1701525721.1699998,-15688.1529913131
1701525721.1739998,-15692.422174504063
1701525721.178,-15704.849744421213
1701525721.182,-15712.91872416958
1701525721.1859999,-15706.526125255363
1701525721.19,-15698.278331551353
1701525721.194,-15712.449337536018
1701525721.198,-15717.322017827275
1701525721.2020001,-15697.317206539776
1701525721.206,-15711.354102057709
1701525721.21,-15713.745738714426
1701525721.214,-15706.950808400014
1701525721.2180002,-15695.462011749985
1701525721.2220001,-15700.804078674804
1701525721.226,-15704.045081620823
1701525721.23,-15709.0071688899
1701525721.234,-15709.610665990194
1701525721.2380002,-15713.075186380767
1701525721.242,-15715.48917478194
1701525721.246,-15697.697186195515
1701525721.25,-15696.19961931701
1701525721.254,-15704.648578721117
1701525721.2580001,-15704.737985698937
1701525721.262,-15718.931343428058
1701525721.266,-15721.032407406856
1701525721.27,-15720.272448095377
1701525721.274,-15700.714671696982
1701525721.2779999,-15694.925569883058
1701525721.282,-15717.612590505194
1701525721.286,-15719.579544017262
1701525721.29,-15712.382282302653
1701525721.294,-15705.654407221606
1701525721.298,-15713.0081311474
1701525721.302,-15712.739910213937
1701525721.306,-15716.83027944926
1701525721.31,-15726.106253398211
1701525721.314,-15726.553288287318
1701525721.318,-15738.936154715557
1701525721.322,-15726.530936542862
1701525721.326,-15723.871078952681
1701525721.33,-15719.266619594888
1701525721.3339999,-15718.551363772318
1701525721.338,-15720.406558562108
1701525721.342,-15729.838994722248
1701525721.346,-15733.929363957568
1701525721.35,-15730.0625121668
1701525721.3539999,-15728.944924944035
1701525721.3579998,-15734.935192458057
1701525721.362,-15729.615477277695
1701525721.366,-15722.35116032972
1701525721.37,-15731.560079045306
1701525721.3739998,-15725.770977231381
1701525721.378,-15722.418215563086
1701525721.382,-15731.314209856298
1701525721.386,-15734.845785480236
1701525721.3899999,-15737.237422136954
1701525721.3939998,-15734.756378502416
1701525721.398,-15734.82343373578
1701525721.402,-15724.519279541884
1701525721.406,-15729.213145877498
1701525721.4099998,-15730.509547055906
1701525721.4139998,-15737.080959925766
1701525721.418,-15735.941020958546
1701525721.422,-15731.224802878476
1701525721.4259999,-15724.429872564064
1701525721.43,-15718.506660283407
1701525721.434,-15726.709750498505
1701525721.438,-15738.645582037638
1701525721.4420002,-15736.008076191913
1701525721.446,-15735.136358158155
1701525721.45,-15744.993477462946
1701525721.454,-15747.675686797582
1701525721.4580002,-15737.215070392498
1701525721.4620001,-15735.404579091619
1701525721.466,-15740.768997760893
1701525721.47,-15738.712637271004
1701525721.474,-15728.833166221759
1701525721.4780002,-15736.388055847652
1701525721.482,-15749.128550187177
1701525721.486,-15745.373457118685
1701525721.49,-15750.715524043504
1701525721.494,-15747.87685249768
1701525721.4980001,-15741.93128847257
1701525721.502,-15746.759265274915
1701525721.506,-15750.246137409942
1701525721.51,-15749.486178098463
1701525721.514,-15743.093579184244
1701525721.518,-15740.992515205446
1701525721.522,-15762.36078290472
1701525721.526,-15763.07603872729
1701525721.53,-15753.487140355963
1701525721.534,-15757.376343891186
1701525721.538,-15754.73883804546
1701525721.542,-15750.670820554593
1701525721.546,-15759.87973927018
1701525721.55,-15762.517245115907
1701525721.554,-15749.016791464901
1701525721.558,-15761.086733470767
1701525721.562,-15775.101277244245
1701525721.566,-15764.998288750445
1701525721.57,-15758.292765413853
1701525721.574,-15758.181006691577
1701525721.578,-15758.292765413853
1701525721.582,-15769.558044619329
1701525721.586,-15763.523073616396
1701525721.59,-15774.721297588505
1701525721.5939999,-15775.92829178909
1701525721.5979998,-15766.78642830687
1701525721.602,-15761.466713126507
1701525721.606,-15764.573605605794
1701525721.61,-15764.30538467233
1701525721.6139998,-15761.422009637596
1701525721.618,-15763.299556171842
1701525721.622,-15766.518207373407
1701525721.626,-15771.256777197932
1701525721.6299999,-15776.911768545124
1701525721.6339998,-15777.179989478587
1701525721.638,-15781.248006969454
1701525721.642,-15781.069193013811
1701525721.646,-15775.727126088994
1701525721.6499999,-15779.482219157484
1701525721.6539998,-15773.760172576925
1701525721.658,-15775.771829577903
1701525721.662,-15782.879684314692
1701525721.666,-15784.667823871116
1701525721.67,-15780.778620335892
1701525721.674,-15772.888454543168
1701525721.678,-15780.085716257778
1701525721.6820002,-15779.638681368671
1701525721.686,-15770.295652186353
1701525721.69,-15769.066306241311
1701525721.694,-15776.151809233645
1701525721.6980002,-15781.091544758267
